0.000 & 0.000 & 0.000 & 0.000 & 0.000
0.000 & 0.000 & 0.000 & 0.000 & 0.000
0.000 & 0.000 & 0.000 & 0.000 & 0.000
0.000 & 0.000 & 0.000 & 0.053 & 0.162
0.000 & 0.000 & 0.000 & 0.285 & 1.826
