0.000 & 0.000 & 0.000 & 0.000 & 0.000
0.000 & 0.000 & 0.000 & 0.000 & 0.000
0.000 & 0.000 & 0.000 & 0.000 & 0.000
0.000 & 0.000 & 0.000 & 0.035 & 0.138
0.000 & 0.000 & 0.000 & 0.645 & 10.045
