0.000 & 0.000 & 0.000 & 0.000 & 0.000
0.000 & 0.000 & 0.000 & 0.000 & 0.000
0.000 & 0.000 & 0.000 & 0.000 & 0.000
0.000 & 0.000 & 0.000 & 0.054 & 0.164
0.000 & 0.000 & 0.000 & 0.292 & 1.841
